Latitude,Longitude,Temperature,Rainfall,Yield,Crop Type Bajra,Crop Type Barley,Crop Type Black Pepper,Crop Type Cardamom,Crop Type Cashew Nut,Crop Type Coconut,Crop Type Coffee,Crop Type Cotton,Crop Type Ginger,Crop Type Groundnut,Crop Type Jowar,Crop Type Linseed,Crop Type Maize,Crop Type Millets,Crop Type Mustard,Crop Type Oil Palm,Crop Type Pulses,Crop Type Ragi,Crop Type Rice,Crop Type Rubber,Crop Type Saffron,Crop Type Sesame,Crop Type Sorghum,Crop Type Soybean,Crop Type Sugarcane,Crop Type Sunflower,Crop Type Tea,Crop Type Tobacco,Crop Type Turmeric,Crop Type Wheat,Vegetation Growth Index,Soil Moisture Vegetation Index,Water–Soil Balance Index
22.62523109,88.49792521,12.30010937,10.59880157,39.26865558,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.5105384429461814,15.774839708097344,210.6165522693204
22.62523109,88.49792521,27.22968767,16.87002572,50.55682916,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11.498789434800017,16.382148335553545,436.3825968045411
22.62523109,88.49792521,8.42731778,10.40500137,38.45490555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.228248793461756,16.028578187114,221.64232064347925
22.62523109,88.49792521,14.34964174,16.74302073,51.04716572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.398884010659726,16.388974850695575,410.31833358372984
25.37877892,83.01640486,10.48604637,15.38547851,45.79952126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.927362636945822,13.624001589489442,500.6284891057009
25.37877892,83.01640486,7.15824618,15.79471681,47.55221364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.5218792990671832,14.55955109006325,435.2200697447486
25.37877892,83.01640486,5.360588605,15.70346137,45.92471357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.5944432359469645,13.328340291691239,469.1832171654769
25.37877892,83.01640486,10.31998996,15.43910284,45.99774242,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.145909877441289,13.524195960371348,456.69854411375485
25.37877892,83.01640486,24.80185578,15.61220594,46.13336743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.3170120186606145,13.745439972948944,484.99329852069604
25.37877892,83.01640486,10.67081945,15.23119097,46.65500206,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.460889505026553,14.333542886639577,448.80367865632275
25.37877892,83.01640486,24.46960053,8.583655738,30.98509753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.175970103406198,12.373453305621972,280.56989177705276
25.37877892,83.01640486,8.004618748,5.360551336,43.92163656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.7536824713328767,14.65491565734176,152.25570293023688
25.37877892,83.01640486,11.70462216,8.714423838,31.46500139,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.1696547890514153,12.90191150395579,276.8149321868819
25.37877892,83.01640486,26.50252718,8.741706391,31.59019371,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.250631326073629,13.046889069334867,277.94894960973824
25.37877892,83.01640486,26.13669465,8.344698202,30.11918403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.686480180117672,11.290315615220871,288.7184838764547
25.37877892,83.01640486,29.83822159,17.43072923,52.85202157,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,14.793348360260252,16.60671581838336,389.27932041054936
25.37877892,83.01640486,24.13354742,16.67528474,52.70596387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12.140865196859341,16.784360327534884,370.953594850757
25.37877892,83.01640486,26.78854948,10.09078161,37.20298242,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12.131139795857216,16.613399289365066,246.8281305653388
25.37877892,83.01640486,18.24981266,16.86155872,50.76548302,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.308182647422484,15.080657804450864,372.42350065873177
25.37877892,83.01640486,13.18674182,14.82289345,45.0170693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.2578644519129454,13.105239167690502,524.2522488505208
25.37877892,83.01640486,10.67075885,15.44004362,46.90538669,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.603835898606925,14.225393658574882,433.62107848825445
25.37877892,83.01640486,7.3110801,9.401191559,34.16706882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.6356521623503064,15.33070677962058,266.56775890769154
25.37877892,83.01640486,14.29143827,14.9216751,44.7353866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.0843280016087578,12.470621363316464,574.8884336291641
30.87054253,76.70892965,2.422129317,10.84152222,40.13456908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.3844774623109266,14.145519391548062,178.9072733405458
30.87054253,76.70892965,2.147650438,10.89232421,40.31192486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.2471573717582685,13.714607678230015,171.5214925103504
30.87054253,76.70892965,4.327139258,10.66465601,39.27908828,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.388733107829375,13.799660883014486,177.75347867880393
30.87054253,76.70892965,14.52483839,9.458578999,47.72956942,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.189499015893288,14.97600964147682,190.81201850801205
30.87054253,76.70892965,-4.031876022,16.97445205,51.78788691,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-1.9897288936521373,14.818548700211373,339.8491090179428
30.87054253,76.70892965,19.51012847,9.79349586,35.43985734,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,8.478675341653647,14.16666217715417,212.8643285685753
30.87054253,76.70892965,-2.719074593,16.55392441,50.76548302,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-1.250677516443564,15.180573128039086,364.27613312080507
30.87054253,76.70892965,10.02258994,16.38740676,48.54331946,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.8954406933142853,14.426548037120206,405.56400659207156
30.87054253,76.70892965,3.652494779,16.3563611,51.08889649,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.7153206409324593,15.55687612576537,361.25754690882843
30.87054253,76.70892965,19.33520352,16.4109262,48.25120406,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.124309221462147,14.645457621702011,434.9113892120833
30.87054253,76.70892965,22.92156592,11.3570684,42.49235765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,14.597578099546656,13.73345164054719,163.29520551515066
30.87054253,76.70892965,20.48778906,17.87101319,56.54519481,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,13.0476295526317,13.73345164054719,256.95458271828477
30.87054253,76.70892965,9.582822325,10.06443984,37.26557857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.223715223475964,17.416346630322384,265.18632791626857
30.87054253,76.70892965,8.70154737,10.69852401,39.50860752,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.8086571565407175,14.317634794369727,184.81402808307521
30.87054253,76.70892965,3.707944027,9.846179411,35.81543428,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.6123683319508433,14.89221128202946,224.8368898885831
30.87054253,76.70892965,1.29060563,9.618511208,34.81389577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5216806873118487,14.631129519408468,232.1422463932172
30.87054253,76.70892965,0.271629576,5.259888122,45.38221355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.1080111591778253,15.411087189036053,135.92427662219393
30.87054253,76.70892965,1.663050003,10.13593894,37.18211703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7807574050053696,15.521438290940376,223.44202828568834
30.87054253,76.70892965,-0.664619247,10.1039525,37.06735741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.308502082116577,15.621598592219486,226.7293472667739
26.84068688,81.06703001,9.828339601,13.93009541,45.69519433,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.806719865063669,14.545501790755392,473.0834613795217
26.84068688,81.06703001,5.982979369,6.628719676,34.4800496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.1619880834944305,15.851126956519927,193.88029470481686
26.84068688,81.06703001,5.691287543,6.617430344,34.25053036,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0992048034662862,15.20517170668996,181.89200562141062
26.84068688,81.06703001,14.82789047,6.444327247,33.53067456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5.160366098209858,14.599390836144888,180.2539659070579
26.84068688,81.06703001,28.98050161,12.58290174,46.3211559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.47138872818875,15.239780670330207,353.861489761423
26.84068688,81.06703001,11.62770983,6.617430344,34.36528998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.226254239599286,15.583454989483258,189.17420984908244
26.84068688,81.06703001,28.18958034,6.391643696,33.37418417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.549767781825203,14.59014627392611,183.54188097767974
26.84068688,81.06703001,9.598223578,13.94985174,45.5908674,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.982135460519106,14.045665010803791,420.47406790269673
26.84068688,81.06703001,20.727333,6.505477798,33.65586687,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7.493460006856824,14.390394756151425,172.65360528391938
26.84068688,81.06703001,15.40347099,6.412340805,33.49937648,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5.228211943123673,14.78345602131367,186.216546528588
26.84068688,81.06703001,27.66737007,6.179027936,32.6021649,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.524691168753527,14.038393206660766,187.71119681459464
26.84068688,81.06703001,31.11896722,11.62989393,44.50586735,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.6957257683707132,-4.584020230777212,652.2425743867025
26.84068688,81.06703001,13.10162185,7.898769572,39.19562673,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7.0787320255623545,16.431781866999927,160.1681318946413
26.84068688,81.06703001,12.2937533,7.475419607,37.77678052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5.8176374830539075,17.59865301668877,185.3600956697195
26.84068688,81.06703001,27.66481088,14.70341468,50.85937725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.03106271030602,17.065211698668573,355.17973080166337
26.84068688,81.06703001,6.843965232,13.92821385,47.92779058,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.704260198002743,15.592362697174027,366.467002515534
26.84068688,81.06703001,20.46887335,14.43058914,49.50312719,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.23791696521853,15.501091699133402,330.46549569000786
26.84068688,81.06703001,8.7308595,7.18377852,36.47269392,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.8667878732609275,16.383904045168247,177.19524325587676
26.84068688,81.06703001,5.438815589,14.790907,48.52245407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.1218865096843866,16.022778156349794,405.03569886087865
30.69708764,76.51908279,0.284146544,8.92233571,43.05572306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.1937680604218767,13.894853199448827,121.21631669291108
30.69708764,76.51908279,-4.07563896,13.56131055,44.82928083,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.9034454454870081,13.470223798143632,549.4135678762113
30.69708764,76.51908279,0.336860282,9.317462344,43.84860771,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.25483654052147425,7.8600589856454794,64.54579404595376
30.69708764,76.51908279,-0.102234748,9.240318572,43.98423272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.07549208263257645,9.89599318725934,82.5660444612417
30.69708764,76.51908279,1.158586148,12.11721678,54.79250243,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7935817188231175,12.86714739742176,151.76662939491186
30.69708764,76.51908279,4.379422078,8.771811278,45.3091847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.7569492057818457,15.131061635508098,220.58449452694867
30.69708764,76.51908279,20.22662851,5.577870985,29.77490516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5.088595014370547,10.894754560981227,161.05432366078844
30.69708764,76.51908279,3.425364608,13.13796058,42.17937687,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7696037302851279,10.846978500309467,422.8978883901341
30.69708764,76.51908279,13.55247049,13.15865769,41.75163646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.769052330774128,10.279558136083647,441.3982701159496
30.69708764,76.51908279,3.181951511,12.79833983,42.75317497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7553488035817758,11.732853595560348,421.75437685603026
30.69708764,76.51908279,22.69539717,12.75412328,41.90812685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.895066474936836,10.75031074198296,423.85340276946016
30.69708764,76.51908279,25.48800523,13.38350356,43.44173269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.334016398372585,11.051191149376875,579.9379290796965
30.69708764,76.51908279,23.09288341,31.47936263,51.52706959,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.2173643474404856,6.205037089154654,1356.3642986155762
30.69708764,76.51908279,25.6153555,15.95935291,56.44086788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17.40994894326862,11.907322325699203,186.4192099336539
30.69708764,76.51908279,24.43021635,8.941151264,42.92009805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16.95835949332783,11.95773155388022,102.69378534565871
30.69708764,76.51908279,10.61869702,15.00540432,50.44206954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.045736583142547,19.72052222420388,517.8698602470574
30.69708764,76.51908279,11.03417784,8.19793688,40.41625179,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.370031010476312,16.639126882558998,157.5416288748769
30.69708764,76.51908279,20.15209097,7.284441733,36.45182854,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.592874760268359,14.331392426819553,146.22529351067269
30.69708764,76.51908279,11.74745445,5.873275183,31.33980908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.1825145385243143,12.73270761198054,184.05197739232216
30.69708764,76.51908279,0.999856278,6.053904501,31.96577065,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.29808397761645733,13.272839467582036,179.70989279650297
30.69708764,76.51908279,6.496816709,5.677593421,46.19596358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.983011780726806,13.861204845166982,114.28621692623821
30.69708764,76.51908279,4.650432001,8.878119158,42.69057881,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.1856030698438604,12.305828242735867,106.3420363431983
30.69708764,76.51908279,-3.845887962,13.17371014,41.82466531,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.3938693468999818,6.846807545638209,587.182738449946
29.21932823,76.20313269,8.470341122,16.58120697,58.40221412,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.224929288352315,10.38713948027177,156.2563484770529
29.21932823,76.20313269,12.47520171,5.934425734,31.86144372,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.3134878764773847,13.443696452603294,200.26185349376902
29.21932823,76.20313269,11.0554771,8.829198717,42.34629995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7.584417212712467,11.018412716067207,94.54883689464853
29.21932823,76.20313269,14.55577761,16.97539282,53.58231006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.077248487675703,14.565392966066202,297.0792594607469
29.21932823,76.20313269,8.328404701,0.243661424,39.47730944,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.894549207523572,10.147268492786756,7.2469986157026565
29.21932823,76.20313269,26.18993827,5.038805363,27.81355892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.556670264383294,8.616069812173265,166.3696636624745
29.21932823,76.20313269,13.70844953,3.909872122,37.98543437,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.1654911187273194,8.13996894813247,134.32991802052618
29.21932823,76.20313269,16.0064954,13.0655207,39.71726137,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.0350664814223114,7.169078416319768,491.20011869399445
29.21932823,76.20313269,29.4692398,13.0655207,40.55187679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.76701047689907,8.632677060942076,464.88454131683494
29.21932823,76.20313269,30.85686925,0.686767721,38.24625169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.485358988426041,8.048324638991707,25.352490616897168
29.21932823,76.20313269,32.99342308,12.51516575,41.17783836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.438049625371639,4.837582081597345,546.3101370429242
29.21932823,76.20313269,29.92105643,6.512063241,47.65654057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,14.529260649251405,15.510320994917095,138.6863967850891
29.21932823,76.20313269,27.98986495,8.00978134,39.41471328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,15.812989577725823,14.958262174024066,141.39951787277545
29.21932823,76.20313269,28.14502278,16.96034038,56.05485825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,18.093144583387446,13.141956590323028,231.17901009947644
29.21932823,76.20313269,23.48481218,8.036123116,39.41471328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.466428970311261,14.18490028666532,132.54610715986433
29.21932823,76.20313269,11.59945622,7.673923701,37.98543437,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.108369016181041,14.366777491214334,139.5886555455148
29.21932823,76.20313269,24.82967037,5.871393628,31.27721292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.786028863659592,12.623253695543053,180.81202741661556
29.21932823,76.20313269,6.654316716,4.94566837,28.94028974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7551162632132977,7.3787359738101745,214.41277988123863
29.21932823,76.20313269,26.57090094,3.163835406,43.05572306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.40161851893515,13.917547370218688,92.85082722922317
